Genome Name,Accession,PATRIC ID,Refseq Locus Tag,Alt Locus Tag,Gene,Product,Annotation,Pathway Name,EC Description
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.6769,,,,"Bis(5'-nucleosyl)-tetraphosphatase (asymmetrical) (EC 3.6.1.17)",PATRIC,"Pyrimidine metabolism","Bis(5'-nucleosyl)-tetraphosphatase (asymmetrical)"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.6774,,,,"Indole-3-glycerol phosphate synthase (EC 4.1.1.48)",PATRIC,"Phenylalanine, tyrosine and tryptophan biosynthesis","Indole-3-glycerol-phosphate synthase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.6777,,,,"Anthranilate synthase, aminase component (EC 4.1.3.27)",PATRIC,"Phenylalanine, tyrosine and tryptophan biosynthesis","Anthranilate synthase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.6802,,,,"2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase (EC 2.7.6.3)",PATRIC,"Folate biosynthesis","2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.6803,,,,"Dihydroneopterin aldolase (EC 4.1.2.25)",PATRIC,"Folate biosynthesis","Dihydroneopterin aldolase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.6829,,,,"Long chain acyl-CoA dehydrogenase [fadN-fadA-fadE operon] (EC 1.3.8.8)",PATRIC,"Fatty acid metabolism","Long-chain-acyl-CoA dehydrogenase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.6831,,,,"Dethiobiotin synthase BioD (EC 6.3.3.3)",PATRIC,"Biotin metabolism","Dethiobiotin synthase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.6832,,,,"Malonyl-[acyl-carrier protein] O-methyltransferase (EC 2.1.1.197)",PATRIC,"Biotin metabolism","Malonyl-[acyl-carrier protein] O-methyltransferase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.6877,,,,"Sarcosine oxidase gamma subunit (EC 1.5.3.1)",PATRIC,"Glycine, serine and threonine metabolism","Sarcosine oxidase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.6878,,,,"Sarcosine oxidase alpha subunit (EC 1.5.3.1)",PATRIC,"Glycine, serine and threonine metabolism","Sarcosine oxidase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.6879,,,,"Sarcosine oxidase delta subunit (EC 1.5.3.1)",PATRIC,"Glycine, serine and threonine metabolism","Sarcosine oxidase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.6940,,,,"Transketolase (EC 2.2.1.1)",PATRIC,"Pentose phosphate pathway","Transketolase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.6942,,,,"S-adenosylmethionine synthetase (EC 2.5.1.6)",PATRIC,"Cysteine and methionine metabolism","Methionine adenosyltransferase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.6969,,,,"Malonyl CoA-acyl carrier protein transacylase (EC 2.3.1.39)",PATRIC,"Fatty acid biosynthesis","[Acyl-carrier-protein] S-malonyltransferase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.6984,,,,"Glutathione synthetase (EC 6.3.2.3)",PATRIC,"Glutathione metabolism","Glutathione synthase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.7038,,,,"Dihydrofolate reductase (EC 1.5.1.3)",PATRIC,"One carbon pool by folate","Dihydrofolate reductase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.7052,,,,"Undecaprenyl-diphosphatase BcrC (EC 3.6.1.27), conveys bacitracin resistance",PATRIC,"Peptidoglycan biosynthesis","Undecaprenyl-diphosphate phosphatase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.7053,,,,"Thymidylate synthase (EC 2.1.1.45)",PATRIC,"One carbon pool by folate","Thymidylate synthase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.7087,,,,"Gamma-glutamyl-GABA hydrolase (EC 3.5.1.94)",PATRIC,"Arginine and proline metabolism","Gamma-glutamyl-gamma-aminobutyrate hydrolase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.7090,,,,"Pantothenate kinase (EC 2.7.1.33)",PATRIC,"Pantothenate and CoA biosynthesis","Pantothenate kinase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.7170,,,,"Aminomethyltransferase (glycine cleavage system T protein) (EC 2.1.2.10)",PATRIC,"One carbon pool by folate","Aminomethyltransferase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.7219,,,,"Argininosuccinate lyase (EC 4.3.2.1)",PATRIC,"Arginine and proline metabolism","Argininosuccinate lyase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.7223,,,,"Adenylate cyclase (EC 4.6.1.1)",PATRIC,"Purine metabolism","Adenylate cyclase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.7232,,,,"2-haloalkanoic acid dehalogenase (EC 3.8.1.2)",PATRIC,"gamma-Hexachlorocyclohexane degradation","(S)-2-haloacid dehalogenase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.6,,,,"Alanine racemase (EC 5.1.1.1)",PATRIC,"D-Alanine metabolism","Alanine racemase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.77,,,,"Chorismate--pyruvate lyase (EC 4.1.3.40)",PATRIC,"Ubiquinone and other terpenoid-quinone biosynthesis","Chorismate lyase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.98,,,,"N5-carboxyaminoimidazole ribonucleotide synthase (EC 6.3.4.18)",PATRIC,"Purine metabolism","5-(carboxyamino)imidazole ribonucleotide synthase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.148,,,,"Phosphoribosyl-AMP cyclohydrolase (EC 3.5.4.19)",PATRIC,"Histidine metabolism","Phosphoribosyl-AMP cyclohydrolase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.210,,,,"Glycyl-tRNA synthetase alpha chain (EC 6.1.1.14)",PATRIC,"Aminoacyl-tRNA biosynthesis","Glycine--tRNA ligase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.238,,,,"4-hydroxybenzoate polyprenyltransferase (EC 2.5.1.39)",PATRIC,"Ubiquinone and other terpenoid-quinone biosynthesis","4-hydroxybenzoate polyprenyltransferase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.243,,,,"Tryptophan synthase alpha chain (EC 4.2.1.20)",PATRIC,"Phenylalanine, tyrosine and tryptophan biosynthesis","Tryptophan synthase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.262,,,,"Gluconate 2-dehydrogenase (EC 1.1.99.3), membrane-bound, flavoprotein",PATRIC,"Pentose phosphate pathway","Gluconate 2-dehydrogenase (acceptor)"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.270,,,,"Cytochrome c oxidase polypeptide III (EC 1.9.3.1)",PATRIC,"Nitrogen metabolism","Cytochrome-c oxidase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.360,,,,"Biofilm PGA synthesis N-glycosyltransferase PgaC (EC 2.4.-.-)",PATRIC,"Lipopolysaccharide biosynthesis","Glycosyltransferases"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.426,,,,"Arylsulfatase (EC 3.1.6.1)",PATRIC,"Sphingolipid metabolism","Arylsulfatase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.431,,,,"Aliphatic sulfate esters (C4-C12 chain lengths) dioxygenase (EC 1.14.11.-)",PATRIC,"Diterpenoid biosynthesis","With 2-oxoglutarate as one donor, and incorporation of one atom each of oxygen into both donors"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.473,,,,"D-cysteine desulfhydrase (EC 4.4.1.15)",PATRIC,"Cysteine and methionine metabolism","D-cysteine desulfhydrase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.490,,,,"Glutamate--cysteine ligase (EC 6.3.2.2)",PATRIC,"Glutathione metabolism","Glutamate--cysteine ligase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.516,,,,"3'(2'),5'-bisphosphate nucleotidase (EC 3.1.3.7)",PATRIC,"Sulfur metabolism","3'(2'),5'-bisphosphate nucleotidase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.522,,,,"Glucose-1-phosphate thymidylyltransferase (EC 2.7.7.24)",PATRIC,"Polyketide sugar unit biosynthesis","Glucose-1-phosphate thymidylyltransferase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.526,,,,"Agmatine deiminase (EC 3.5.3.12)",PATRIC,"Arginine and proline metabolism","Agmatine deiminase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.597,,,,"Imidazoleglycerol-phosphate dehydratase (EC 4.2.1.19)",PATRIC,"Histidine metabolism","Imidazoleglycerol-phosphate dehydratase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.615,,,,"Periplasmic chorismate mutase I precursor (EC 5.4.99.5)",PATRIC,"Phenylalanine, tyrosine and tryptophan biosynthesis","Chorismate mutase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.631,,,,"Urocanate hydratase (EC 4.2.1.49)",PATRIC,"Histidine metabolism","Urocanate hydratase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.637,,,,"Proline iminopeptidase (EC 3.4.11.5)",PATRIC,"Arginine and proline metabolism","Prolyl aminopeptidase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.680,,,,"3-dehydroquinate synthase (EC 4.2.3.4)",PATRIC,"Phenylalanine, tyrosine and tryptophan biosynthesis","3-dehydroquinate synthase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.684,,,,"Uroporphyrinogen III decarboxylase (EC 4.1.1.37)",PATRIC,"Porphyrin and chlorophyll metabolism","Uroporphyrinogen decarboxylase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.762,,,,"ADP-ribose pyrophosphatase (EC 3.6.1.13)",PATRIC,"Purine metabolism","ADP-ribose diphosphatase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.786,,,,"tRNA dimethylallyltransferase (EC 2.5.1.75)",PATRIC,"Zeatin biosynthesis","tRNA dimethylallyltransferase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.813,,,,"Aldehyde dehydrogenase B (EC 1.2.1.22)",PATRIC,"Pyruvate metabolism","Lactaldehyde dehydrogenase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.836,,,,"Lipase precursor (EC 3.1.1.3)",PATRIC,"Glycerolipid metabolism","Triacylglycerol lipase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.868,,,,"Precorrin-6A reductase (EC 1.3.1.54)",PATRIC,"Porphyrin and chlorophyll metabolism","Precorrin-6A reductase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.895,,,,"Biosynthetic arginine decarboxylase (EC 4.1.1.19)",PATRIC,"Arginine and proline metabolism","Arginine decarboxylase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.936,,,,"Adenosine deaminase (EC 3.5.4.4)",PATRIC,"Purine metabolism","Adenosine deaminase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.963,,,,"Tryptophan 2,3-dioxygenase (EC 1.13.11.11)",PATRIC,"Tryptophan metabolism","Tryptophan 2,3-dioxygenase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.1018,,,,"Proline iminopeptidase (EC 3.4.11.5)",PATRIC,"Arginine and proline metabolism","Prolyl aminopeptidase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.1062,,,,"Dihydropteroate synthase (EC 2.5.1.15)",PATRIC,"Folate biosynthesis","Dihydropteroate synthase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.1063,,,,"Phosphoglucosamine mutase (EC 5.4.2.10)",PATRIC,"Amino sugar and nucleotide sugar metabolism","Phosphoglucosamine mutase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.1086,,,,"1-phosphofructokinase (EC 2.7.1.56)",PATRIC,"Fructose and mannose metabolism","1-phosphofructokinase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.1126,,,,"Aspartyl-tRNA(Asn) amidotransferase subunit C (EC 6.3.5.6) @ Glutamyl-tRNA(Gln) amidotransferase subunit C (EC 6.3.5.7)",PATRIC,"Aminoacyl-tRNA biosynthesis","Asparaginyl-tRNA synthase (glutamine-hydrolyzing)"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.1163,,,,"ATP phosphoribosyltransferase (EC 2.4.2.17) => HisGs",PATRIC,"Histidine metabolism","ATP phosphoribosyltransferase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.1165,,,,"Histidinol dehydrogenase (EC 1.1.1.23)",PATRIC,"Histidine metabolism","Histidinol dehydrogenase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.1187,,,,"GTP cyclohydrolase I (EC 3.5.4.16) type 1",PATRIC,"Folate biosynthesis","GTP cyclohydrolase I"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.1253,,,,"Alginate lyase AlgL (EC 4.2.2.3)",PATRIC,"Fructose and mannose metabolism","Poly(beta-D-mannuronate) lyase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.1273,,,,"Ornithine cyclodeaminase (EC 4.3.1.12)",PATRIC,"Arginine and proline metabolism","Ornithine cyclodeaminase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.1285,,,,"Valyl-tRNA synthetase (EC 6.1.1.9)",PATRIC,"Aminoacyl-tRNA biosynthesis","Valine--tRNA ligase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.1296,,,,"Pyridoxine 5'-phosphate synthase (EC 2.6.99.2)",PATRIC,"Vitamin B6 metabolism","Pyridoxine 5'-phosphate synthase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.1368,,,,"Adenylate kinase (EC 2.7.4.3)",PATRIC,"Purine metabolism","Adenylate kinase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.1387,,,,"N-succinyl-L,L-diaminopimelate desuccinylase (EC 3.5.1.18)",PATRIC,"Lysine biosynthesis","Succinyl-diaminopimelate desuccinylase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.1391,,,,"Cysteine desulfurase (EC 2.8.1.7) => sulfur transfer pathway protein CsdA",PATRIC,"Thiamine metabolism","Cysteine desulfurase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.1392,,,,"2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase (EC 2.3.1.117)",PATRIC,"Lysine biosynthesis","2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.1445,,,,"N-succinyl-L,L-diaminopimelate aminotransferase (EC 2.6.1.17), type 2",PATRIC,"Lysine biosynthesis","Succinyldiaminopimelate transaminase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.1450,,,,"Uridylate kinase (EC 2.7.4.22)",PATRIC,"Pyrimidine metabolism","UMP kinase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.1460,,,,"Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase (EC 2.3.1.129)",PATRIC,"Lipopolysaccharide biosynthesis","Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.1468,,,,"2-Keto-3-deoxy-D-manno-octulosonate-8-phosphate synthase (EC 2.5.1.55)",PATRIC,"Lipopolysaccharide biosynthesis","3-deoxy-8-phosphooctulonate synthase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.1474,,,,"S-formylglutathione hydrolase (EC 3.1.2.12)",PATRIC,"Methane metabolism","S-formylglutathione hydrolase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.1599,,,,"Isochorismatase (EC 3.3.2.1)",PATRIC,"Biosynthesis of siderophore group nonribosomal peptides","Isochorismatase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.1612,,,,"Pyridoxamine 5'-phosphate oxidase (EC 1.4.3.5)",PATRIC,"Vitamin B6 metabolism","Pyridoxal 5'-phosphate synthase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.1647,,,,"3-oxoadipate CoA-transferase subunit B (EC 2.8.3.6)",PATRIC,"Benzoate degradation via hydroxylation","3-oxoadipate CoA-transferase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.1648,,,,"3-oxoadipyl-CoA thiolase (EC 2.3.1.174)",PATRIC,"Benzoate degradation via hydroxylation","3-oxoadipyl-CoA thiolase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.1651,,,,"Beta-ketoadipate enol-lactone hydrolase (EC 3.1.1.24)",PATRIC,"Benzoate degradation via hydroxylation","3-oxoadipate enol-lactonase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.1764,,,,"Thiol peroxidase, Bcp-type (EC 1.11.1.15)",PATRIC,"Glutathione metabolism","Peroxiredoxin"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.1766,,,,"4-hydroxy-tetrahydrodipicolinate synthase (EC 4.3.3.7)",PATRIC,"Lysine biosynthesis","4-hydroxy-tetrahydrodipicolinate synthase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.1814,,,,"Allophanate hydrolase 2 subunit 1 (EC 3.5.1.54)",PATRIC,"Arginine and proline metabolism","Allophanate hydrolase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.1819,,,,"Cysteine synthase (EC 2.5.1.47)",PATRIC,"Sulfur metabolism","Cysteine synthase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.1863,,,,"Guanidinobutyrase (EC 3.5.3.7)",PATRIC,"Arginine and proline metabolism","Guanidinobutyrase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.1927,,,,"3-oxoacyl-[acyl-carrier-protein] synthase, KASIII (EC 2.3.1.180)",PATRIC,"Fatty acid biosynthesis","Beta-ketoacyl-[acyl-carrier-protein] synthase III"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.1994,,,,"Glyoxylate carboligase (EC 4.1.1.47)",PATRIC,"Glyoxylate and dicarboxylate metabolism","Tartronate-semialdehyde synthase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.2011,,,,"Succinate dehydrogenase iron-sulfur protein (EC 1.3.5.1)",PATRIC,"Citrate cycle (TCA cycle)","Succinate dehydrogenase (quinone)"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.2039,,,,"Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)",PATRIC,"Fatty acid metabolism","Long-chain-fatty-acid--CoA ligase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.2040,,,,"1,4-dihydroxy-2-naphthoyl-CoA hydrolase (EC 3.1.2.28) in menaquinone biosynthesis",PATRIC,"Ubiquinone and other terpenoid-quinone biosynthesis","1,4-dihydroxy-2-naphthoyl-CoA hydrolase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.2070,,,,"Tetraacyldisaccharide 4'-kinase (EC 2.7.1.130)",PATRIC,"Lipopolysaccharide biosynthesis","Tetraacyldisaccharide 4'-kinase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.2072,,,,"3-deoxy-manno-octulosonate cytidylyltransferase (EC 2.7.7.38)",PATRIC,"Lipopolysaccharide biosynthesis","3-deoxy-manno-octulosonate cytidylyltransferase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.2093,,,,"Thymidylate kinase (EC 2.7.4.9)",PATRIC,"Pyrimidine metabolism","dTMP kinase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.2130,,,,"Acyl-CoA:1-acyl-sn-glycerol-3-phosphate acyltransferase (EC 2.3.1.51) @ Acyl-ACP:1-acyl-sn-glycerol-3-phosphate acyltransferase (EC 2.3.1.n4)",PATRIC,"Glycerolipid metabolism","1-acylglycerol-3-phosphate O-acyltransferase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.2212,,,,"2-methylcitrate dehydratase (EC 4.2.1.79)",PATRIC,"Propanoate metabolism","2-methylcitrate dehydratase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.2240,,,,"Guanine deaminase (EC 3.5.4.3)",PATRIC,"Purine metabolism","Guanine deaminase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.2243,,,,"Xanthine dehydrogenase iron-sulfur subunit (EC 1.17.1.4) / Xanthine dehydrogenase, FAD binding subunit (EC 1.17.1.4)",PATRIC,"Purine metabolism","Xanthine dehydrogenase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.2262,,,,"Adenine phosphoribosyltransferase (EC 2.4.2.7)",PATRIC,"Purine metabolism","Adenine phosphoribosyltransferase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.2339,,,,"Protocatechuate 3,4-dioxygenase alpha chain (EC 1.13.11.3)",PATRIC,"Benzoate degradation via hydroxylation","Protocatechuate 3,4-dioxygenase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.2353,,,,"Benzoate 1,2-dioxygenase alpha subunit (EC 1.14.12.10)",PATRIC,"Fluorobenzoate degradation","Benzoate 1,2-dioxygenase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.2356,,,,"1,2-dihydroxycyclohexa-3,5-diene-1-carboxylate dehydrogenase (EC 1.3.1.25)",PATRIC,"Fluorobenzoate degradation","1,6-dihydroxycyclohexa-2,4-diene-1-carboxylate dehydrogenase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.2363,,,,"3-oxoadipate CoA-transferase subunit A (EC 2.8.3.6)",PATRIC,"Benzoate degradation via hydroxylation","3-oxoadipate CoA-transferase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.2364,,,,"3-oxoadipate CoA-transferase subunit B (EC 2.8.3.6)",PATRIC,"Benzoate degradation via hydroxylation","3-oxoadipate CoA-transferase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.2366,,,,"3-carboxy-cis,cis-muconate cycloisomerase (EC 5.5.1.2)",PATRIC,"Benzoate degradation via hydroxylation","3-carboxy-cis,cis-muconate cycloisomerase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.2478,,,,"Sarcosine oxidase alpha subunit (EC 1.5.3.1)",PATRIC,"Glycine, serine and threonine metabolism","Sarcosine oxidase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.2480,,,,"Sarcosine oxidase beta subunit (EC 1.5.3.1)",PATRIC,"Glycine, serine and threonine metabolism","Sarcosine oxidase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.2507,,,,"5-carboxymethyl-2-hydroxymuconate semialdehyde dehydrogenase (EC 1.2.1.60)",PATRIC,"Tyrosine metabolism","5-carboxymethyl-2-hydroxymuconic-semialdehyde dehydrogenase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.2539,,,,"Acetoacetyl-CoA synthetase [leucine] (EC 6.2.1.16)",PATRIC,"Butanoate metabolism","Acetoacetate--CoA ligase"
