Genome,Genome ID,Accession,PATRIC ID,RefSeq Locus Tag,Alt Locus Tag,Feature ID,Annotation,Feature Type,Start,End,Length,Strand,FIGfam ID,PATRIC genus-specific families (PLfams),PATRIC cross-genus families (PGfams),Protein ID,AA Length,Gene Symbol,Product,GO
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.6766",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.7169629.7170597.fwd","PATRIC","CDS",7169629,7170597,969,"+",,"PLF_286_00001410","PGF_05326245",,322,,"putative oxidoreductase, nitronate monooxygenase family",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.6767",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.7170693.7171640.fwd","PATRIC","CDS",7170693,7171640,948,"+",,"PLF_286_00229397","PGF_08225224",,315,,"hypothetical protein",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.6768",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.7171702.7172490.fwd","PATRIC","CDS",7171702,7172490,789,"+",,"PLF_286_00009070","PGF_00043999",,262,,"Putative short-chain dehydrogenase",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.6769",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.7172564.7172902.fwd","PATRIC","CDS",7172564,7172902,339,"+",,"PLF_286_00001114","PGF_00404817",,112,,"Bis(5'-nucleosyl)-tetraphosphatase (asymmetrical) (EC 3.6.1.17)","GO:0004081|bis(5'-nucleosyl)-tetraphosphatase (asymmetrical) activity"
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.6770",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.7173017.7173664.fwd","PATRIC","CDS",7173017,7173664,648,"+",,"PLF_286_00000851","PGF_00064746",,215,,"2-polyprenyl-3-methyl-6-methoxy-1,4-benzoquinol hydroxylase, coq7 type",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.6771",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.7173734.7174156.rev","PATRIC","CDS",7173734,7174156,423,"-",,"PLF_286_00000707","PGF_03837024",,140,,"Protein YhfA",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.6772",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.7174393.7175037.fwd","PATRIC","CDS",7174393,7175037,645,"+",,"PLF_286_00000639","PGF_00419891",,214,,"Cyclic AMP receptor protein",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.6773",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.7175034.7175735.rev","PATRIC","CDS",7175034,7175735,702,"-",,"PLF_286_00098661","PGF_01220472",,233,,"Lipoate-protein ligase A",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.6774",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.7175804.7176640.rev","PATRIC","CDS",7175804,7176640,837,"-",,"PLF_286_00000414","PGF_00014051",,278,,"Indole-3-glycerol phosphate synthase (EC 4.1.1.48)","GO:0004425|indole-3-glycerol-phosphate synthase activity"
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.6775",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.7176637.7177686.rev","PATRIC","CDS",7176637,7177686,1050,"-",,"PLF_286_00000374","PGF_00056662",,349,,"Anthranilate phosphoribosyltransferase (EC 2.4.2.18)","GO:0004048|anthranilate phosphoribosyltransferase activity"
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.6776",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.7177696.7178289.rev","PATRIC","CDS",7177696,7178289,594,"-",,"PLF_286_00005877","PGF_10490900",,197,,"Anthranilate synthase, amidotransferase component (EC 4.1.3.27) @ Para-aminobenzoate synthase, amidotransferase component (EC 2.6.1.85)","GO:0004049|anthranilate synthase activity;GO:0046820|4-amino-4-deoxychorismate synthase activity"
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.6777",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.7178303.7179790.rev","PATRIC","CDS",7178303,7179790,1488,"-",,"PLF_286_00000401","PGF_00056814",,495,,"Anthranilate synthase, aminase component (EC 4.1.3.27)","GO:0004049|anthranilate synthase activity"
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.6778",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.7179861.7180679.rev","PATRIC","CDS",7179861,7180679,819,"-",,"PLF_286_00000583","PGF_10460277",,272,,"Phosphoglycolate phosphatase (EC 3.1.3.18)","GO:0008967|phosphoglycolate phosphatase activity"
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.653",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.718040.718663.rev","PATRIC","CDS",718040,718663,624,"-",,"PLF_286_00367396","PGF_00666544",,207,,"Ubiquinone biosynthesis protein UbiJ",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.6779",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.7180676.7181350.rev","PATRIC","CDS",7180676,7181350,675,"-",,"PLF_286_00000425","PGF_10245672",,224,,"Ribulose-phosphate 3-epimerase (EC 5.1.3.1)","GO:0004750|ribulose-phosphate 3-epimerase activity"
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.6780",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.7181431.7182579.rev","PATRIC","CDS",7181431,7182579,1149,"-",,"PLF_286_00007836","PGF_03572345",,382,,"Alcohol dehydrogenase (EC 1.1.1.1)","GO:0004022|alcohol dehydrogenase (NAD) activity"
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.6781",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.7182842.7183666.rev","PATRIC","CDS",7182842,7183666,825,"-",,"PLF_286_00001099","PGF_05048110",,274,,"Spermidine/putrescine import ABC transporter permease protein PotC (TC 3.A.1.11.1)",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.6782",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.7183680.7184927.rev","PATRIC","CDS",7183680,7184927,1248,"-",,"PLF_286_00000965","PGF_00053700",,415,,"Spermidine/putrescine import ABC transporter permease protein PotB (TC 3.A.1.11.1)",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.6783",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.7185004.7186047.rev","PATRIC","CDS",7185004,7186047,1044,"-",,"PLF_286_00000394","PGF_10327309",,347,,"Spermidine/putrescine import ABC transporter substrate-binding protein PotD (TC 3.A.1.11.1)",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.6784",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.7186093.7187217.rev","PATRIC","CDS",7186093,7187217,1125,"-",,"PLF_286_00001061","PGF_08196377",,374,,"Spermidine/putrescine import ABC transporter ATP-binding protein PotA (TC 3.A.1.11.1)",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.654",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.718663.719433.rev","PATRIC","CDS",718663,719433,771,"-",,"PLF_286_00000512","PGF_00401752",,256,,"2-methoxy-6-polyprenyl-1,4-benzoquinol methylase (EC 2.1.1.201)",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.6785",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.7187506.7188135.rev","PATRIC","CDS",7187506,7188135,630,"-",,"PLF_286_00001171","PGF_01616485",,209,,"DNA-binding response regulator, LuxR family, near polyamine transporter",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.6786",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.7188149.7190548.rev","PATRIC","CDS",7188149,7190548,2400,"-",,"PLF_286_00011097","PGF_00909669",,799,,"Probable two-component sensor, near polyamine transporter",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.6787",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.7190623.7191612.fwd","PATRIC","CDS",7190623,7191612,990,"+",,"PLF_286_00226693","PGF_08225224",,329,,"hypothetical protein",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.6788",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.7191661.7192428.rev","PATRIC","CDS",7191661,7192428,768,"-",,"PLF_286_00007298","PGF_00423709",,255,,"DnaJ-like protein DjlA",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.6789",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.7192430.7193104.rev","PATRIC","CDS",7192430,7193104,675,"-",,"PLF_286_00014551","PGF_01225591",,224,,"Nucleotidyl transferase possibly involved in threonylcarbamoyladenosine formation",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.6790",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.7193101.7194126.rev","PATRIC","CDS",7193101,7194126,1026,"-",,"PLF_286_00091875","PGF_00306574",,341,,"Phosphotransferase involved in threonylcarbamoyladenosine t(6)A37 formation in tRNA",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.6791",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.7194257.7197082.fwd","PATRIC","CDS",7194257,7197082,2826,"+",,"PLF_286_00006015","PGF_09964285",,941,,"LPS-assembly protein LptD @ Organic solvent tolerance protein precursor",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.655",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.719589.719864.fwd","PATRIC","CDS",719589,719864,276,"+",,"PLF_286_00009414","PGF_00350618",,91,,"hypothetical protein",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.6792",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.7197057.7198385.fwd","PATRIC","CDS",7197057,7198385,1329,"+",,"PLF_286_00000396","PGF_07075462",,442,,"Periplasmic chaperone and peptidyl-prolyl cis-trans isomerase of outer membrane proteins SurA (EC 5.2.1.8)","GO:0003755|peptidyl-prolyl cis-trans isomerase activity"
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.6793",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.7198382.7199371.fwd","PATRIC","CDS",7198382,7199371,990,"+",,"PLF_286_00000683","PGF_00424447",,329,,"4-hydroxythreonine-4-phosphate dehydrogenase (EC 1.1.1.262)","GO:0050570|4-hydroxythreonine-4-phosphate dehydrogenase activity"
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.6794",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.7199368.7200180.fwd","PATRIC","CDS",7199368,7200180,813,"+",,"PLF_286_00000540","PGF_00049827",,270,,"SSU rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))-dimethyltransferase (EC 2.1.1.182)","GO:0052908|16S rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))-dimethyltransferase activity"
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.6795",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.7200307.7200687.fwd","PATRIC","CDS",7200307,7200687,381,"+",,"PLF_286_00006465","PGF_01708405",,126,,"ApaG protein",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.656",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.720067.720489.fwd","PATRIC","CDS",720067,720489,423,"+",,"PLF_286_00007875","PGF_00403297",,140,,"polyhydroxyalkanoate granule-associated protein PhaI",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.6796",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.7200687.7201547.fwd","PATRIC","CDS",7200687,7201547,861,"+",,"PLF_286_00000691","PGF_07763915",,286,,"Bis(5'-nucleosyl)-tetraphosphatase, symmetrical (EC 3.6.1.41)","GO:0008803|bis(5'-nucleosyl)-tetraphosphatase (symmetrical) activity"
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.6797",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.7201579.7201908.fwd","PATRIC","CDS",7201579,7201908,330,"+",,"PLF_286_00088785","PGF_00056821",,109,,"Thiosulfate sulfurtransferase GlpE (EC 2.8.1.1)","GO:0004792|thiosulfate sulfurtransferase activity"
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.6798",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.7202211.7204133.fwd","PATRIC","CDS",7202211,7204133,1923,"+",,"PLF_286_00000304","PGF_00065482",,640,,"Uncharacterized protein YeaG",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.6799",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.7204274.7205548.fwd","PATRIC","CDS",7204274,7205548,1275,"+",,"PLF_286_00000812","PGF_05990709",,424,,"UPF0229 protein YeaH",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.657",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.720500.721342.fwd","PATRIC","CDS",720500,721342,843,"+",,"PLF_286_00001432","PGF_02977831",,280,,"Polyhydroxyalkanoate granule-associated protein PhaF",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.6800",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.7205545.7207107.fwd","PATRIC","CDS",7205545,7207107,1563,"+",,"PLF_286_00000217","PGF_00426231",,520,,"FIG004684: SpoVR-like protein",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.6801",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.7207173.7208402.fwd","PATRIC","CDS",7207173,7208402,1230,"+",,"PLF_286_00000326","PGF_08398205",,409,,"CCA tRNA nucleotidyltransferase (EC 2.7.7.72)","GO:0001680|tRNA 3'-terminal CCA addition;GO:0001680|CTP:tRNA cytidylyltransferase activity;GO:0001680|CTP:3'-cytidine-tRNA cytidylyltransferase activity;GO:0001680|ATP:3'-cytidine-cytidine-tRNA adenylyltransferase activity"
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.6802",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.7208449.7208964.rev","PATRIC","CDS",7208449,7208964,516,"-",,"PLF_286_00208715","PGF_10123167",,171,,"2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase (EC 2.7.6.3)","GO:0003848|2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase activity"
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.6803",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.7208955.7209308.rev","PATRIC","CDS",7208955,7209308,354,"-",,"PLF_286_00000643","PGF_01979294",,117,,"Dihydroneopterin aldolase (EC 4.1.2.25)","GO:0004150|dihydroneopterin aldolase activity"
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.6804",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.7209383.7209952.fwd","PATRIC","CDS",7209383,7209952,570,"+",,"PLF_286_00000735","PGF_01323228",,189,,"Acyl-phosphate:glycerol-3-phosphate O-acyltransferase PlsY (EC 2.3.1.n3)",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.6805",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.7209999.7211024.rev","PATRIC","CDS",7209999,7211024,1026,"-",,"PLF_286_00000357","PGF_07915158",,341,,"N(6)-L-threonylcarbamoyladenine synthase (EC 2.3.1.234)",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.6806",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.7211226.7211441.fwd","PATRIC","CDS",7211226,7211441,216,"+",,"PLF_286_00000761","PGF_04034430",,71,,"SSU ribosomal protein S21p",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.6807",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.7211565.7211702.rev","PATRIC","CDS",7211565,7211702,138,"-",,"PLF_286_00128341","PGF_02962822",,45,,"hypothetical protein",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.6808",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.7211904.7213874.fwd","PATRIC","CDS",7211904,7213874,1971,"+",,"PLF_286_00005710","PGF_00421679",,656,,"DNA primase DnaG",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.6809",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.7213942.7215789.fwd","PATRIC","CDS",7213942,7215789,1848,"+",,"PLF_286_00000156","PGF_07072582",,615,,"RNA polymerase sigma factor RpoD",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.658",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.721412.722032.rev","PATRIC","CDS",721412,722032,621,"-",,"PLF_286_00001305","PGF_02964990",,206,,"Transcriptional regulator PhaD",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.6810",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.7215903.7219646.fwd","PATRIC","CDS",7215903,7219646,3744,"+",,"PLF_286_00006781","PGF_10538082",,1247,,"Sensory box/GGDEF family protein",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.6811",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.7219907.7221007.fwd","PATRIC","CDS",7219907,7221007,1101,"+",,"PLF_286_00271435","PGF_06856913",,366,,"hypothetical protein",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.659",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.722094.723776.rev","PATRIC","CDS",722094,723776,1683,"-",,"PLF_286_00006907","PGF_00034647",,560,,"Polyhydroxyalkanoic acid synthase",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.6812",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.7221069.7221563.fwd","PATRIC","CDS",7221069,7221563,495,"+",,"PLF_286_00006265","PGF_01424767",,164,,"Transcriptional regulator, AsnC family",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.6813",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.7221730.7223412.fwd","PATRIC","CDS",7221730,7223412,1683,"+",,"PLF_286_00006139","PGF_00017942",,560,,"Lysine 2-monooxygenase (EC 1.13.12.2)","GO:0050067|lysine 2-monooxygenase activity"
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.6814",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.7223524.7224318.fwd","PATRIC","CDS",7223524,7224318,795,"+",,"PLF_286_00008590","PGF_00426228",,264,,"5-aminopentanamidase (EC 3.5.1.30) / Aliphatic amidase AmiE (EC 3.5.1.4)","GO:0047588|5-aminopentanamidase activity;GO:0004040|amidase activity"
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.6815",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.7224367.7226826.fwd","PATRIC","CDS",7224367,7226826,2460,"+",,"PLF_286_00006655","PGF_01084777",,819,,"Coenzyme PQQ synthesis protein F",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.6816",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.7226939.7227058.fwd","PATRIC","CDS",7226939,7227058,120,"+",,"PLF_286_00011975","PGF_01911980",,39,,"Coenzyme PQQ synthesis protein A",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.6817",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.7227162.7228073.fwd","PATRIC","CDS",7227162,7228073,912,"+",,"PLF_286_00005765","PGF_00418484",,303,,"Coenzyme PQQ synthesis protein B",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.6818",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.7228167.7228919.fwd","PATRIC","CDS",7228167,7228919,753,"+",,"PLF_286_00000162","PGF_01393943",,250,,"Pyrroloquinoline-quinone synthase (EC 1.3.3.11)","GO:0033732|pyrroloquinoline-quinone synthase activity"
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.6819",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.7228916.7229191.fwd","PATRIC","CDS",7228916,7229191,276,"+",,"PLF_286_00023124","PGF_03579782",,91,,"Coenzyme PQQ synthesis protein D",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.6820",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.7229199.7230329.fwd","PATRIC","CDS",7229199,7230329,1131,"+",,"PLF_286_00000089","PGF_00418486",,376,,"Coenzyme PQQ synthesis protein E",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.6821",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.7230295.7232127.fwd","PATRIC","CDS",7230295,7232127,1833,"+",,"PLF_286_00006361","PGF_07356637",,610,,"Prolyl oligopeptidase family protein",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.6822",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.7232162.7232320.rev","PATRIC","CDS",7232162,7232320,159,"-",,"PLF_286_00066118","PGF_10444495",,52,,"UPF0057 membrane protein YqaE",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.6823",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.7232594.7233319.rev","PATRIC","CDS",7232594,7233319,726,"-",,"PLF_286_00002928","PGF_10294766",,241,,"Glutamine amidotransferase, class I",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.6824",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.7233319.7234602.rev","PATRIC","CDS",7233319,7234602,1284,"-",,"PLF_286_00280824","PGF_00027514",,427,,"N-acetylornithine aminotransferase (EC 2.6.1.11)","GO:0003992|N2-acetyl-L-ornithine:2-oxoglutarate 5-aminotransferase activity"
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.6825",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.7234833.7235762.fwd","PATRIC","CDS",7234833,7235762,930,"+",,"PLF_286_00182984","PGF_07987589",,309,,"Transcriptional regulator, LysR family",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.6826",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.7236000.7237778.rev","PATRIC","CDS",7236000,7237778,1779,"-",,"PLF_286_00097394","PGF_03009611",,592,,"Acyl-CoA dehydrogenase 2 [fadN-fadA-fadE operon] (EC 1.3.8.7)",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.6827",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.7238022.7238144.fwd","PATRIC","CDS",7238022,7238144,123,"+",,"PLF_286_00409026","PGF_12274488",,40,,"hypothetical protein",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.6828",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.7238175.7239467.rev","PATRIC","CDS",7238175,7239467,1293,"-",,"PLF_286_00006061","PGF_00006821",,430,,"GGDEF domain protein",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.660",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.723885.724745.rev","PATRIC","CDS",723885,724745,861,"-",,"PLF_286_00001224","PGF_00034557",,286,,"Poly(3-hydroxyalkanoate) depolymerase",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.6829",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.7239686.7241491.rev","PATRIC","CDS",7239686,7241491,1806,"-",,"PLF_286_00000152","PGF_01007860",,601,,"Long chain acyl-CoA dehydrogenase [fadN-fadA-fadE operon] (EC 1.3.8.8)",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.6830",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.7241791.7242087.rev","PATRIC","CDS",7241791,7242087,297,"-",,"PLF_286_00009882","PGF_04046366",,98,,"hypothetical protein",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.6831",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.7242195.7242875.rev","PATRIC","CDS",7242195,7242875,681,"-",,"PLF_286_00006023","PGF_03760224",,226,,"Dethiobiotin synthase BioD (EC 6.3.3.3)","GO:0004141|dethiobiotin synthase activity"
